E05000320,2016-04,84
E05000471,2016-04,77
E05000197,2016-04,266
E05000220,2016-04,79
E05000571,2016-04,80
E05000097,2016-04,66
E05000251,2016-04,165
E05000400,2016-04,41
E05000351,2016-04,111
E05000085,2016-04,109
E05000563,2016-04,36
E05000185,2016-04,147
E05000463,2016-04,73
E05000332,2016-04,96
E05000267,2016-04,103
E05000367,2016-04,297
E05000436,2016-04,126
E05000204,2016-04,129
E05000555,2016-04,73
E05000304,2016-04,60
E05000455,2016-04,100
E05000279,2016-04,76
E05000528,2016-04,152
E05000379,2016-04,235
E05000222,2016-04,212
E05000428,2016-04,224
E05000459,2016-04,41
E05000308,2016-04,82
E05000559,2016-04,37
E05000208,2016-04,103
E05000424,2016-04,128
E05000375,2016-04,149
E05000524,2016-04,56
E05000275,2016-04,335
E05000447,2016-04,97
E05000316,2016-04,84
E05000216,2016-04,112
E05000490,2016-04,147
E05000627,2016-04,102
E05000176,2016-04,163
E05000590,2016-04,72
E05000644,2016-04,1131
E05000115,2016-04,145
E05000639,2016-04,94
E05000119,2016-04,60
E05000648,2016-04,135
E05000635,2016-04,93
E05000482,2016-04,100
E05000107,2016-04,49
E05000298,2016-04,27
E05000052,2016-04,111
E05000603,2016-04,176
E05000286,2016-04,84
E05000131,2016-04,119
E05000140,2016-04,196
E05000611,2016-04,61
E05000123,2016-04,183
E05000294,2016-04,68
E05000105,2016-04,181
E05000178,2016-04,132
E05000629,2016-04,85
E05000637,2016-04,241
E05000480,2016-04,213
E05000646,2016-04,107
E05000117,2016-04,23
E05000109,2016-04,203
E05000492,2016-04,590
E05000625,2016-04,137
E05000174,2016-04,126
E05000592,2016-04,82
E05000121,2016-04,100
E05000296,2016-04,100
E05000288,2016-04,204
E05000142,2016-04,269
E05000613,2016-04,63
E05000284,2016-04,129
E05000133,2016-04,96
E05000050,2016-04,188
E05000601,2016-04,124
E05000087,2016-04,105
E05000561,2016-04,60
E05000230,2016-04,258
